id,event_type,event_cause,address,latitude,longitude,junction,zone,corridor,start_datetime,end_datetime,requires_road_closure,priority,direction,status,description,police_station,closed_datetime,resolved_datetime,created_by_id,duration_min,start_hour
FKID002353,planned,construction,"Whitefield Main Road, Carmel Heights, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.9608586,77.7477127,unknown,unknown,Non-corridor,,2024-03-20 17:05:46+00:00,False,Low,unknown,closed,"BWSSB Work, Whaitfield Towards [PERSON]",Whitefield,,,FKUSR00624,,
FKID002354,planned,construction,"Race Course Road, ಫೇರ್ ಫೀಲ್ಡ್ ಲೇಔಟ್, ಹೈ ಗ್ರೌಂಡ್ಸ್, ಸಂಪಂಗಿರಾಮ ನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",12.98425609,77.58240759,"Trilight Circle,Race course Road",Central Zone 2,Non-corridor,2024-03-20 12:05:46+00:00,2024-05-20 12:05:46+00:00,True,Low,unknown,active,White Topping Phase-3 at [LOCATION],High ground,,,FKUSR00009,87840.0,12.0
FKID002380,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969728,77.7007284,unknown,unknown,ORR East 2,,2024-03-21 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002408,planned,public_event,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9561458,77.6939553,unknown,unknown,Old Airport Road,,2024-03-03 20:05:46+00:00,False,High,unknown,closed,local village festival,HAL Old Airport,,,FKUSR00043,,
FKID002409,planned,public_event,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.956161,77.6940295,unknown,unknown,Old Airport Road,,2024-03-03 20:05:46+00:00,False,High,unknown,closed,local village festival,HAL Old Airport,,,FKUSR00043,,
FKID002410,planned,public_event,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9562766,77.6940173,unknown,unknown,Old Airport Road,,2024-03-03 20:05:46+00:00,False,High,unknown,closed,due to local village festival,HAL Old Airport,,,FKUSR00043,,
FKID002411,planned,public_event,"2nd Main Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9564768,77.6941351,unknown,unknown,Old Airport Road,,2024-03-03 20:05:46+00:00,False,High,unknown,closed,local village festival,HAL Old Airport,,,FKUSR00678,,
FKID002416,planned,public_event,"HAL Airport Road, Manjunatha Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9561595,77.6939741,unknown,unknown,Old Airport Road,,2024-03-03 20:05:46+00:00,False,High,unknown,closed,local village festival,HAL Old Airport,,,FKUSR00043,,
FKID002440,planned,public_event,"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",13.0007295,77.5693615,unknown,unknown,Non-corridor,,2024-03-04 08:01:46+00:00,False,Low,unknown,closed,rathostava,Malleshwaram,,,FKUSR00045,,
FKID002445,planned,public_event,"ಹೊರ ವರ್ತುಲ ರಸ್ತೆ, ಗೊರಗುಂಟೆ ಪಾಳ್ಯ, ಪೀಣ್ಯ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560022, India",13.02668698,77.53509982,unknown,unknown,Non-corridor,2024-03-19 12:05:46+00:00,2024-03-31 11:35:46+00:00,False,Low,unknown,closed,"Vehicle Diversion at [LOCATION] Road(13.027712, 77.535668)",Yeshwanthpura,,,FKUSR00009,17250.0,12.0
FKID002447,planned,construction,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9424427,77.7473603,unknown,unknown,Non-corridor,,2024-03-23 04:40:46+00:00,False,Low,unknown,closed,varthur college towards madaranagar,Whitefield,,,FKUSR01015,,
FKID002463,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694437,77.7006895,unknown,unknown,ORR East 2,,2024-03-05 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [PERSON] and karthiknagara towards mahadevpura traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002483,planned,public_event,"ಕಬ್ಬನ್ ರಸ್ತೆ, ಅಶೋಕ ನಗರ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560025, India",12.9757277,77.61296523,unknown,unknown,Old Madras Road,2024-03-03 17:05:46+00:00,2024-03-03 23:05:46+00:00,True,High,unknown,closed,TCS Marathon 2026,Shivajinagar,,,FKUSR00009,360.0,17.0
FKID002486,planned,construction,"Bangalore Race Course, Race Course Road, Fair Field Layout, High Grounds, Sampangirama Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",12.98324679,77.57715769,SubbannaJunction,Central Zone 2,Non-corridor,2024-01-19 12:05:46+00:00,2024-03-21 11:35:46+00:00,True,Low,unknown,closed,White Topping Phase 2 at [LOCATION],High ground,,,FKUSR00009,89250.0,12.0
FKID002495,planned,construction,"27th Cross Road, BMG Layout, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9382954,77.7454769,unknown,unknown,Non-corridor,,2024-03-21 20:35:46+00:00,False,Low,unknown,closed,varthur ps towards balegere road,Whitefield,,,FKUSR01015,,
FKID002533,planned,construction,"1st Main Road, Prestige Pine Wood, Jakkasandra Extension, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",12.931129,77.6339107,unknown,unknown,Non-corridor,,2024-03-23 22:48:46+00:00,False,Low,unknown,closed,bbmp wrk sir,Ashok Nagar,,,FKUSR00375,,
FKID002561,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695083,77.7005878,unknown,unknown,ORR East 2,,2024-03-06 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002581,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694371,77.7006242,unknown,unknown,ORR East 2,,2024-03-22 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002608,planned,vehicle_breakdown,"Madavara Main Road, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",13.0551266,77.4739854,unknown,unknown,Non-corridor,,2024-03-06 03:59:46+00:00,False,Low,unknown,closed,[PERSON],No Police Station,,,FKUSR00491,,
FKID002610,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9696868,77.7004176,unknown,unknown,ORR East 2,,2024-03-06 02:25:46+00:00,False,High,unknown,closed,Karthik nagar SNC METRO PILLOR CONCRETE WORK,HAL Old Airport,,,FKUSR00211,,
FKID002656,planned,construction,"1st Cross Road, Sultanpalya, Bengaluru, Karnataka. Pin-560032 (India)",13.0225146,77.6018347,unknown,unknown,Non-corridor,,2024-03-23 05:06:46+00:00,False,Low,unknown,closed,[LOCATION] work,R.T. Nagar,,,FKUSR01141,,
FKID002659,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694761,77.7006303,unknown,unknown,ORR East 2,,2024-03-07 10:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID002665,planned,construction,"30th Main Road, Someshwara Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",12.9160554,77.6168548,unknown,unknown,Non-corridor,,2024-04-23 00:05:46+00:00,True,Low,unknown,closed,bridge Work and CC road work under progress,Mico Layout,2024-03-25 21:21:31.286605+00:00,,FKUSR01083,,
FKID002672,planned,construction,"Magrath Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",12.970333,77.6100462,unknown,unknown,Non-corridor,,2024-03-06 21:52:46+00:00,False,Low,unknown,closed,ಬಿಬಿಎಂಪಿ ಕಾಮಗಾರಿ ಪ್ರಗತಿಯಲ್ಲಿ ಇದೆ   ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯ ಇಲ್ಲಾ,Ashok Nagar,,,FKUSR01144,,
FKID002673,planned,construction,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9424506,77.7471773,unknown,unknown,Non-corridor,,2024-03-06 23:08:46+00:00,False,Low,unknown,closed,"kptcl work progressing at varturu college, varturu ps vehicles slow movement.",Whitefield,,,FKUSR01145,,
FKID002693,planned,construction,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9424889,77.7474591,unknown,unknown,Non-corridor,,2024-03-23 06:05:46+00:00,False,Low,unknown,closed,"KPTCL Work Varthur College junction, [LOCATION] road",Whitefield,,,FKUSR00624,,
FKID002805,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694267,77.7006781,unknown,unknown,ORR East 2,,2024-03-24 06:35:46+00:00,False,High,unknown,closed,[PERSON] station work sir [PERSON] towards [PERSON] sir,HAL Old Airport,,,FKUSR00369,,
FKID002817,planned,tree_fall,"1st Cross Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",12.9238644,77.5532613,unknown,unknown,ORR West 1,,2024-03-07 06:02:46+00:00,False,High,unknown,closed,slow movements sir,Banashankari,,,FKUSR00769,,
FKID002883,planned,public_event,"Thanisandra Main Road, Tirumanahalli, Bengaluru, Karnataka. Pin-560064 (India)",13.0891144,77.63546131,unknown,unknown,Hennur Main Road,,2024-03-29 01:01:11+00:00,False,High,unknown,closed,Haz bhavan yatre,Hennuru,,,FKUSR00944,,
FKID003119,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9687003,77.7013565,unknown,unknown,ORR East 2,,2024-03-27 09:05:46+00:00,False,High,unknown,closed,[LOCATION] center median work is going on karthiknagara towards marathhalli,HAL Old Airport,,,FKUSR00043,,
FKID003127,planned,public_event,"Unnamed Road, Pillaganahalli, Bengaluru, Karnataka. Pin-560083 (India)",12.8441817,77.5766517,unknown,unknown,Non-corridor,,2024-03-27 10:15:46+00:00,True,Low,unknown,closed,without helmer,Thalagattapura,,,FKUSR01245,,
FKID003130,planned,construction,"Hospital Road, Balepet, Chikkapete, Chickpete, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",12.97326156,77.57768172,unknown,unknown,Non-corridor,2024-02-15 12:05:46+00:00,2024-03-27 11:35:46+00:00,True,Low,unknown,closed,Hospital road white tapping,Upparpet,,,FKUSR00009,59010.0,12.0
FKID003133,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9687789,77.7015288,unknown,unknown,ORR East 2,,2024-03-28 09:05:46+00:00,False,High,unknown,closed,[LOCATION] center median work is going on at karthiknagara so that traffic movement will be slow from karthiknagara towards [LOCATION] and from karthiknagara towards marathhalli,HAL Old Airport,,,FKUSR00043,,
FKID003153,planned,procession,"Hosur Road, Prestige Technopolis, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",12.9364416,77.6072177,unknown,unknown,Non-corridor,,2024-03-28 06:05:46+00:00,False,Low,unknown,closed,traffic slow movement from [LOCATION] towards dairy due to [PERSON] festival,Adugodi,,,FKUSR01251,,
FKID003180,planned,procession,"8th Cross Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.9990834,77.5710764,unknown,unknown,Non-corridor,,2024-03-28 15:10:46+00:00,True,Low,unknown,closed,[PERSON] pallakki procession from [LOCATION] 8th cross towards sampige road 18th cross,Malleshwaram,,,FKUSR01257,,
FKID003302,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.96923191,77.70098502,unknown,unknown,ORR East 2,,2024-03-29 20:50:39+00:00,False,High,unknown,closed,[LOCATION] construction,HAL Old Airport,,,FKUSR01080,,
FKID003312,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969466,77.7010444,unknown,unknown,ORR East 2,,2024-03-30 09:05:46+00:00,False,High,unknown,closed,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station work,HAL Old Airport,,,FKUSR00043,,
FKID003349,planned,construction,"17th Cross Road, Govindaraja Nagara Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",12.9725245,77.5378415,unknown,unknown,West of Chord Road,,2024-03-30 00:18:46+00:00,False,High,unknown,closed,ಮರ ಬಿದ್ದಿದೆ ಸರ್,Vijayanagara,,,FKUSR00530,,
FKID003404,planned,construction,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695964,77.7007931,unknown,unknown,ORR East 2,,2024-03-31 09:05:46+00:00,False,High,unknown,closed,[LOCATION] station piller work,HAL Old Airport,,,FKUSR00043,,
FKID003465,planned,construction,"Kitthur Rani Chennamma Road, Kalathur Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",13.0581665,77.5462351,unknown,unknown,Non-corridor,,2024-03-31 17:05:46+00:00,True,Low,unknown,closed,drainage work progress sir,Jalahalli,,,FKUSR00942,,
FKID003510,planned,construction,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",12.928608,77.6816848,unknown,unknown,ORR East 1,,2024-04-03 00:05:46+00:00,False,High,unknown,closed,Sir [PERSON] service road ನಲ್ಲಿ sterling [LOCATION] ಎದುರು ಮೋರಿ ಕ್ಲೀನ್ ಮಾಡಲು ಗ್ರಿಲ್ ತೆಗೆದು ಮಿಡಿಯನ್ ಹಾಕಿರುತ್ತಾರೆ ಸರ್ ಸರ್ವಿಸ್ ರಸ್ತೆಯ ಟ್ರಾಫಿಕ್ ಸ್ವಲ್ಪ ಸ್ಲೋ ಇದೇ ಸರ್...,HAL Old Airport,,,FKUSR00075,,
FKID003539,planned,construction,"Lower Agaram Road, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",12.9665396,77.616609,unknown,unknown,Non-corridor,,2024-04-03 04:30:46+00:00,False,Low,unknown,closed,,Halasur,,,FKUSR00438,,
FKID003577,planned,public_event,"Field Marshal KM Cariappa Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",12.9718847,77.6068766,unknown,unknown,Mysore Road,,2024-04-02 22:52:46+00:00,False,High,unknown,closed,,Ashok Nagar,,,FKUSR01327,,
FKID003704,planned,public_event,"Sultan Road, Cottonpete, Cheluvadi Palya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560053, India",12.96417661,77.56987194,unknown,unknown,Mysore Road,2024-04-04 20:05:46+00:00,2024-04-05 00:05:46+00:00,True,High,unknown,closed,[PERSON] festival at [LOCATION] road BGS Flyover,Chamarajpet,,,FKUSR00009,240.0,20.0
FKID003706,planned,construction,"Rakhra Sports, 22, Veerapillai Street, Commercial Street Market, Shivajinagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",12.98306392,77.61063549,unknown,unknown,CBD 1,2024-03-31 12:05:46+00:00,2024-05-30 11:35:46+00:00,True,High,unknown,active,Culvert Work By GBA,Shivajinagar,,,FKUSR00009,86370.0,12.0
FKID003707,planned,construction,"Kamaraja Road Circle, Cubbon Road, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",12.97736496,77.60867728,unknown,unknown,Old Madras Road,2024-03-31 12:05:46+00:00,2024-05-30 10:35:46+00:00,True,High,unknown,active,Culvert Work By GBA road closure,Shivajinagar,,,FKUSR00009,86310.0,12.0
FKID003755,planned,public_event,"Doddi Circle, Pottery Road, Sagayapura, Richards Town, Sagayapuram, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560005, India",13.00200051,77.61210604,unknown,unknown,Non-corridor,2024-04-04 17:05:46+00:00,2024-04-05 02:05:46+00:00,True,Low,unknown,closed,BAKRID BANDOBASTH,K.G. Halli,,,FKUSR00009,540.0,17.0
FKID003758,planned,public_event,"A.K.S. Convention Hall, 70, Saint John's Church Road, Bharathi Nagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",12.99351325,77.60736145,unknown,unknown,Non-corridor,2024-04-04 19:05:46+00:00,2024-04-05 00:05:46+00:00,True,Low,unknown,closed,"Special prayer on the
occasion of [PERSON]
festival",Pulikeshinagar(F.Town),,,FKUSR00009,300.0,19.0
FKID003763,planned,public_event,"Sarakki Junction, Outer Ring Road, Kumaraswamy Layout 1st Stage, Kane Muneshwara Ward, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560078, India",12.90649007,77.57322032,unknown,unknown,ORR West 1,2024-04-04 19:05:46+00:00,2024-04-04 23:05:46+00:00,True,High,unknown,closed,[PERSON] prayer at [PERSON],K.S. Layout,,,FKUSR00009,240.0,19.0
FKID003859,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969424,77.7007903,unknown,unknown,ORR East 2,,2024-04-06 09:05:46+00:00,False,High,unknown,closed,[LOCATION] station tower crane work and center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards [LOCATION] and from karthiknagara towards marathhalli,HAL Old Airport,,,FKUSR00043,,
FKID003965,planned,tree_fall,"G Chandrashekaran Road, Basaveshwara Circle, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",12.9225293,77.5187051,unknown,unknown,Non-corridor,,2024-04-05 21:51:46+00:00,True,Low,unknown,closed,,Kengeri,,,FKUSR01398,,
FKID004019,planned,construction,"Sri Nitturu Srinivasarao Road, Bharathi Nursing Home Junction, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",12.9368449,77.5737802,unknown,unknown,Non-corridor,,2024-04-06 19:01:46+00:00,False,Low,unknown,closed,BWSSB work progress K R road towards D M junction traffic slow moment,Basavanagudi,,,FKUSR00313,,
FKID004031,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9696781,77.7005957,unknown,unknown,ORR East 2,,2024-04-07 10:05:46+00:00,False,High,unknown,closed,[LOCATION] center median work is going on at [LOCATION] station so that traffic movement will be slow from karthiknagara towards marathhalli and from karthiknagara towards [LOCATION],HAL Old Airport,,,FKUSR00043,,
FKID004085,planned,construction,"Service Road, Marathahalli, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560037, India",12.95691291,77.70135409,unknown,unknown,Varthur Road,2024-04-07 11:05:46+00:00,2024-04-07 18:05:46+00:00,True,High,unknown,closed,[LOCATION] work at [LOCATION],HAL Old Airport,,,FKUSR00009,420.0,11.0
FKID004088,planned,construction,"೨ನೇ ಈ ಅಡ್ಡ ರಸ್ತೆ, Chikka Banasawadi, ಬೈಯಪ್ಪನಹಳ್ಳಿ, ಕಲ್ಯಾಣನಗರ, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560043, India",13.01136787,77.64639437,VishweswaraiahJunctio(Uttamsagar),North Zone 1,Non-corridor,2024-01-07 12:05:46+00:00,2024-04-07 11:35:46+00:00,True,Low,unknown,closed,Culvert Drainage Work at Banasavadi Main road,Banaswadi,,,FKUSR00009,131010.0,12.0
FKID004092,planned,procession,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",12.99838,77.5713867,unknown,unknown,Non-corridor,,2024-04-07 22:05:46+00:00,False,Low,unknown,closed,ವಾಕ್ ವಿತ್ ರಾಮಾಜ ನಡಿಗೆ ಕಾರ್ಯಕ್ರಮ ಮಲ್ಲೇಶ್ವರಂ ಸರ್ಕಲ್ ನಿಂದ ಸರ್ಕಲ್ ಮಾರಮ್ಮ ಮಾರ್ಗೋಸ್ ರಸ್ತೆ 11ನೇ ಮೆರವಣಿಗೆ ನಡೆಯುತ್ತದೆ ಸರ್ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ರೀತಿ ತೊಂದರೆಯುವುದಿಲ್ಲ,Malleshwaram,2024-04-07 22:08:08.549079+00:00,,FKUSR01049,,
FKID004122,planned,construction,"K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India",12.96396195,77.56960303,unknown,unknown,Mysore Road,2024-02-13 12:05:46+00:00,2024-04-08 11:35:46+00:00,True,High,unknown,closed,White topping work,Chamarajpet,,,FKUSR00009,79170.0,12.0
FKID004165,planned,protest,"Hemmigepura, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India",12.88122222,77.47910378,unknown,West Zone 1,Non-corridor,,2023-12-02 05:05:46+00:00,False,Low,south_west,closed,Protest,No Police Station,,,FKUSR00881,,
FKID004194,planned,construction,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",13.183545,77.6801783,unknown,unknown,Non-corridor,2023-12-27 04:05:46+00:00,2023-12-30 06:05:46+00:00,False,Low,unknown,closed,ನಮಸ್ತೆ ಸರ್ ಬೇಗೂರು ಗಾಳಮ್ಮ ಸರ್ಕಲ್ ನಿಂದ ಚಿಕ್ಕನಹಳ್ಳಿಯ ವರೆಗೆ ಬಿ ಎಂ ಆರ್ ಸಿ ಎಲ್ [PERSON] ಅಳವಡಿಕೆ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿದ್ದು  ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ ಸರ್,Chikkajala,,,FKUSR00576,4440.0,4.0
FKID004216,planned,construction,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",13.1835417,77.6807133,unknown,unknown,Non-corridor,2024-01-05 01:20:46+00:00,2024-01-09 06:05:46+00:00,False,Low,unknown,closed,ನಮಸ್ತೆ ಸರ್ . ಬೇಗೂರು ಗೇಟ್ನಿಂದ ಮೈಲನಹಳ್ಳಿ ವರೆಗೆ [PERSON] ಅಳವಡಿಕೆ ಕಾಮಗಾರಿ ಪ್ರಗತಿಯಲ್ಲಿದ್ದು ವಾಹನಗಳ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿರುತ್ತದೆ ಸರ್,Chikkajala,2024-01-09 01:57:34.585690+00:00,,FKUSR00576,6045.0,1.0
FKID004218,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695341,77.7006055,unknown,East Zone 1,ORR East 2,2024-01-17 09:05:46+00:00,2024-01-17 09:05:46+00:00,False,High,unknown,closed,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,HAL Old Airport,,,FKUSR00043,0.0,9.0
FKID004242,planned,construction,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",13.1871368,77.680719,unknown,unknown,Non-corridor,,2024-01-03 16:35:46+00:00,False,Low,unknown,closed,Light update on main road,Chikkajala,,,FKUSR00656,,
FKID004247,planned,construction,"NICE Road, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",13.056993,77.4742172,unknown,unknown,Non-corridor,,2024-01-04 02:35:46+00:00,False,Low,unknown,closed,Dambar on road,No Police Station,,,FKUSR00491,,
FKID004258,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694191,77.7005749,unknown,East Zone 1,ORR East 2,,2024-01-05 09:05:46+00:00,False,High,unknown,closed,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,HAL Old Airport,,,FKUSR00043,,
FKID004272,planned,construction,"Hennur Main Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",13.0531351,77.6460729,unknown,East Zone 2,Non-corridor,,2023-11-29 19:59:46+00:00,True,Low,unknown,closed,hennur bagalur Main road white tapping work progress,Hennuru,,,FKUSR00489,,
FKID004299,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695456,77.7005376,unknown,East Zone 1,ORR East 2,,2023-12-01 09:05:46+00:00,False,High,unknown,closed,[LOCATION] towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to metrostation work,HAL Old Airport,,,FKUSR00043,,
FKID004330,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694905,77.7006332,unknown,East Zone 1,ORR East 2,,2024-01-06 09:05:46+00:00,False,High,unknown,closed,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,HAL Old Airport,,,FKUSR00043,,
FKID004362,planned,construction,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9695083,77.7006091,unknown,East Zone 1,ORR East 2,,2023-12-02 09:05:46+00:00,False,High,unknown,closed,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,HAL Old Airport,,,FKUSR00043,,
FKID004364,planned,construction,"1st Main Road, Training Quarters, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",13.0240181,77.5831956,unknown,West Zone 2,Bellary Road 1,,2023-12-09 21:33:46+00:00,False,High,unknown,closed,[LOCATION] junction to [PERSON] cross BWSSB Work in progress. traffic slow moment sir only pik Hour sir,Kodigehalli,,,FKUSR00346,,
FKID004381,planned,construction,"Mutthukadhahalli, Muttugadahalli, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India",13.14426769,77.53198808,unknown,unknown,Non-corridor,,2023-12-03 05:05:46+00:00,False,Low,west,closed,Construction,No Police Station,,,FKUSR00881,,
