id,event_type,event_cause,address,latitude,longitude,junction,zone,corridor,start_datetime,end_datetime,requires_road_closure,priority,direction,status,description,veh_type,police_station,closed_datetime,resolved_datetime,resolved_at_address,resolved_at_latitude,resolved_at_longitude,created_by_id,duration_min,start_hour
FKID005082,unplanned,road_conditions,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",13.0489099,77.6456761,unknown,East Zone 2,Non-corridor,2024-01-14 21:36:58.514000+00:00,,False,Low,unknown,closed,White tapping,unknown,Hennuru,2024-03-26 05:06:27.819620+00:00,,,,,FKUSR01223,102689.5,21.0
FKID005083,unplanned,vehicle_breakdown,"3rd A Main Road, Purva Midtown Residence, Vijnapura, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",12.9996438,77.6665625,unknown,East Zone 2,ORR North 1,2024-01-14 20:31:50.552000+00:00,,False,High,unknown,closed,Hgv vehicle breakdown traffic normal moving sir,heavy_vehicle,Banaswadi,,,,,,FKUSR00535,,20.0
FKID005084,unplanned,vehicle_breakdown,"Bengaluru Bellary Road, Ozone Urbana Township, Kannamangala Devanahalli, Bengaluru, Karnataka. Pin-562110 (India)",13.2037217,77.66538,unknown,unknown,Non-corridor,2024-01-27 22:03:46.585000+00:00,,False,Low,unknown,closed,,truck,Devanahalli Airport,,,,,,FKUSR01579,,22.0
FKID005085,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",13.0480034,77.5001494,unknown,North Zone 2,Non-corridor,2023-12-16 20:47:49.167000+00:00,,False,Low,unknown,closed,This vehicle battery problem at IKEA opposite on flyover towards city traffic movement normal sir,lcv,Chikkabanavara,,,,,,FKUSR00338,,20.0
FKID005087,unplanned,accident,"Dr Rajkumar Puniya Bhoomi Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.973092,77.5130496,unknown,unknown,Non-corridor,2024-01-27 21:19:07.740000+00:00,,False,Low,unknown,closed,ಹಸು ರಸ್ತೆಯಲ್ಲಿ ಬಂದಿದೆ ಅಂತ ಮುಂದಿನ ಕಾರು break ಹಾಕಿದಾಗ ಹಿಂದೆ ಬರುತ್ತಿದ್ದ ಮೂರು [LOCATION] ಆಕ್ಸಿಡೆಂಟ್ ಆಗಿರುತ್ತದೆ,unknown,Jnanabharathi,2024-01-27 22:12:28.340291+00:00,,,,,FKUSR00135,53.3,21.0
FKID005088,unplanned,vehicle_breakdown,"Subramanyapura Main Road, PSTI Quarters, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)",12.9145203,77.568181,unknown,unknown,ORR West 1,2024-01-27 20:31:02.644000+00:00,,False,High,unknown,closed,Auto off road due to puncture at [PERSON] canteen towards yarabnagara jn traffic normal sir,auto,K.S. Layout,,,,,,FKUSR00262,,20.0
FKID005089,unplanned,others,"1st Main Road, Sri Ram Layout, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",12.91014575,77.48021156,unknown,West Zone 1,Mysore Road,2024-01-15 04:29:30.917000+00:00,,False,High,unknown,closed,Vehicle off-road,unknown,Kengeri,2024-03-04 19:51:03.898012+00:00,,,,,FKUSR01325,71481.5,4.0
FKID005090,unplanned,accident,"Sri Ramana Maharshi Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",13.0040774,77.5841625,unknown,West Zone 2,Bellary Road 1,2023-12-16 22:10:23.844000+00:00,,False,High,unknown,closed,From mekhri circle to [PERSON],unknown,Sadashivanagar,2023-12-16 22:32:30.111539+00:00,,,,,FKUSR00208,22.1,22.0
FKID005092,unplanned,congestion,"Varthur Main Road, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9387831,77.7472987,unknown,East Zone 1,Non-corridor,2024-01-14 22:49:52.945000+00:00,,False,Low,unknown,closed,Weekly vegitable market @ varthur traffic slow moving gunjur to varthur [PERSON] nd varthur kodi gunjur sir,unknown,Whitefield,,,,,,FKUSR00252,,22.0
FKID005093,unplanned,vehicle_breakdown,"Sankey Road, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",13.0007914,77.5840477,unknown,West Zone 2,Bellary Road 1,2024-01-15 03:10:59.738000+00:00,,False,High,unknown,closed,Vehicle off road due to gear lock,heavy_vehicle,Sadashivanagar,,,,,,FKUSR01300,,3.0
FKID005094,unplanned,construction,"1st Main Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",13.0195812,77.5396672,unknown,unknown,Non-corridor,2024-01-27 23:53:54.734000+00:00,,False,Low,unknown,active,ಕೃಷ್ಣನಂದ್ ಸಿಗ್ನಲ್ ಹತ್ತಿರ bwssb ಕಾಮಗಾರಿ ಮಾಡುತ್ತಿದ್ದು vehicle moment slow ಆಗಿರುತ್ತಿದ್ದೂ,unknown,Yeshwanthpura,,,,,,FKUSR00564,,23.0
FKID005095,unplanned,vehicle_breakdown,"Hesarghatta Road, Ganesh Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",13.0810208,77.5483312,unknown,North Zone 1,Non-corridor,2024-01-15 05:25:53.591000+00:00,,False,Low,unknown,closed,,bmtc_bus,Yelahanka,,,,,,FKUSR01226,,5.0
FKID005096,unplanned,vehicle_breakdown,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.9967437,77.5845398,unknown,Central Zone 2,Bellary Road 1,2024-01-15 06:58:17.864000+00:00,,False,High,unknown,closed,,ksrtc_bus,Sheshadripuram,,,,,,FKUSR01244,,6.0
FKID005097,unplanned,vehicle_breakdown,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",12.9968617,77.5845415,unknown,Central Zone 2,Bellary Road 1,2024-01-15 07:00:35.862000+00:00,,False,High,unknown,closed,,ksrtc_bus,High ground,,,,,,FKUSR01244,,7.0
FKID005100,unplanned,vehicle_breakdown,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.9610679,77.5114574,unknown,West Zone 1,Non-corridor,2023-12-17 02:07:42.781000+00:00,,False,Low,unknown,closed,Off-road,bmtc_bus,Jnanabharathi,2023-12-17 03:18:12.849039+00:00,,,,,FKUSR00767,70.5,2.0
FKID005101,unplanned,vehicle_breakdown,"Hesarghatta Road, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",13.0815219,77.5482176,unknown,North Zone 1,Non-corridor,2023-12-17 02:10:03.844000+00:00,,False,Low,unknown,closed,,private_car,Yelahanka,2023-12-17 02:13:52.450515+00:00,,,,,FKUSR00182,3.8,2.0
FKID005102,unplanned,vehicle_breakdown,"Varthur Main Road, Dr BR Ambedkar Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9380712,77.7467428,unknown,East Zone 1,Non-corridor,2023-12-17 02:17:20.017000+00:00,,False,Low,unknown,closed,Petrol vehicle offload varthur ps towards Varthur clg sir traffic moving sir,others,Whitefield,,,,,,FKUSR00252,,2.0
FKID005103,unplanned,vehicle_breakdown,"5th Main Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.9610812,77.5129374,unknown,unknown,Non-corridor,2024-01-28 00:06:05.300000+00:00,,False,Low,unknown,closed,ಆಯಿಲ್ ಬಾಕ್ಸ್ ಲೀಕಜೆ ಆಗಿ ನಿಂತಿದೆ ಸರ್,heavy_vehicle,Jnanabharathi,2024-01-28 00:55:10.731657+00:00,,,,,FKUSR01255,49.1,0.0
FKID005104,unplanned,vehicle_breakdown,"Whitefield Main Road, Gopal Krishna Nagar, Kadugodi Plantation, Bengaluru, Karnataka. Pin-560067 (India)",12.9935408,77.7574599,unknown,unknown,Non-corridor,2024-01-28 01:29:56.721000+00:00,,False,Low,unknown,closed,Slow moving traffic towards [LOCATION] junction,heavy_vehicle,Mahadevapura,2024-01-28 01:55:34.107576+00:00,,,,,FKUSR00281,25.6,1.0
FKID005105,unplanned,vehicle_breakdown,"1st Main Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",12.9999998,77.6821895,unknown,East Zone 2,ORR East 2,2024-01-15 18:29:50.097000+00:00,,False,High,unknown,closed,HGV OFF ROAD NEAR LOVELY JUNCTION,heavy_vehicle,Mahadevapura,2024-01-15 19:01:44.326538+00:00,,,,,FKUSR01232,31.9,18.0
FKID005106,unplanned,vehicle_breakdown,"Magadi Main Road, Kempaiah Estate, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",12.9857635,77.5265826,unknown,West Zone 2,Magadi Road,2023-12-17 06:51:49.650000+00:00,,False,High,unknown,closed,One side slow moving traffic,truck,Kamakshipalya,2023-12-17 07:08:32.746592+00:00,,,,,FKUSR01062,16.7,6.0
FKID005107,unplanned,others,"MS Ramaiah Road, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)",13.031056,77.5598929,unknown,West Zone 2,Non-corridor,2023-12-17 06:25:19.398000+00:00,,False,Low,unknown,closed,Street light poll falling on tree sir,unknown,Yeshwanthpura,2023-12-18 23:17:10.529056+00:00,,,,,FKUSR00458,2451.9,6.0
FKID005108,unplanned,vehicle_breakdown,"Sarjapura Main Road, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",12.9186326,77.6698261,unknown,East Zone 1,Non-corridor,2024-01-15 19:21:04.167000+00:00,,False,Low,unknown,closed,Sarjapur road Bellandur gate break down  traffic slow movement,heavy_vehicle,Bellandur,2024-01-15 20:00:04.335487+00:00,,,,,FKUSR01580,39.0,19.0
FKID005109,unplanned,vehicle_breakdown,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.0195814,77.7085774,unknown,East Zone 2,Non-corridor,2023-12-17 10:10:13.770000+00:00,,False,Low,unknown,closed,Vehicle break down bhattarahalli towards hoskotr fron [PERSON] puncher,lcv,K.R. Pura,,,,,,FKUSR00347,,10.0
FKID005110,unplanned,vehicle_breakdown,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",13.000103,77.5840237,unknown,West Zone 2,Bellary Road 1,2024-01-15 19:47:03.008000+00:00,,False,High,unknown,closed,This vehicle is full side traffic no problem after repair this will be removed,truck,Sadashivanagar,,,,,,FKUSR01132,,19.0
FKID005112,unplanned,vehicle_breakdown,"Allalasandra Main Road, Bagmane Sierra Business District, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.0907917,77.5929433,unknown,North Zone 2,Non-corridor,2023-12-17 11:27:36.067000+00:00,,False,Low,unknown,closed,,private_car,Yelahanka,,,,,,FKUSR00614,,11.0
FKID005113,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",13.0572567,77.4723691,unknown,unknown,Non-corridor,2023-12-17 11:41:24.735000+00:00,,False,Low,unknown,closed,Tumakuru road near BIEC outgoing slow moment.,truck,No Police Station,,,,,,FKUSR00401,,11.0
FKID005114,unplanned,accident,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaswamy Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",13.0079927,77.526769,unknown,West Zone 1,Non-corridor,2023-12-17 19:15:48.209000+00:00,,False,Low,unknown,closed,Between two vehicles accident,unknown,Rajajinagar,2023-12-17 19:36:18.386792+00:00,,,,,FKUSR01581,20.5,19.0
FKID005116,unplanned,vehicle_breakdown,"Bengaluru Bellary Road, Ozone Urbana Township, Kannamangala Devanahalli, Bengaluru, Karnataka. Pin-562110 (India)",13.2017067,77.66236,unknown,unknown,Non-corridor,2024-01-15 19:18:11.031000+00:00,,False,Low,unknown,closed,Hgv vhicel off raod at toll 02 near  devenhalli  towards city sir,heavy_vehicle,Devanahalli Airport,,,,,,FKUSR00062,,19.0
FKID005117,unplanned,vehicle_breakdown,"Magadi Main Road, Vinayaka Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",12.9850363,77.5241577,unknown,West Zone 2,Magadi Road,2024-01-15 20:33:58.446000+00:00,,False,High,unknown,closed,,heavy_vehicle,Kamakshipalya,,,,,,FKUSR00056,,20.0
FKID005118,unplanned,vehicle_breakdown,"Sankey Cross Road, Abshot Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.9927975,77.5854984,unknown,Central Zone 2,Bellary Road 1,2024-01-15 19:13:12.330000+00:00,,False,High,unknown,closed,Vehical  Beark down,truck,High ground,,,,,,FKUSR00217,,19.0
FKID005119,unplanned,vehicle_breakdown,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",13.0483716,77.6453954,unknown,East Zone 2,Non-corridor,2024-01-15 21:39:24.365000+00:00,,False,Low,unknown,closed,Vehicle breakdown due to clutch problem sir it will be removed 10 minites sir,others,Hennuru,,,,,,FKUSR00318,,21.0
FKID005120,unplanned,vehicle_breakdown,"Thanisandra Main Road, BRR Classic Phase 1, Vidhyanagar Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",13.0586717,77.632895,unknown,North Zone 1,Hennur Main Road,2023-12-18 00:13:21.126000+00:00,,False,High,unknown,closed,BMTC bus break down,bmtc_bus,Hennuru,,,,,,FKUSR01569,,0.0
FKID005121,unplanned,pot_holes,"Westend Avenue, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",12.8760267,77.616725,unknown,South Zone 1,Non-corridor,2024-01-15 21:40:02.334000+00:00,,False,Low,unknown,active,@DLF junction near star market main road path hole causes to traffic jamb,unknown,Hulimavu,,,,,,FKUSR01253,,21.0
FKID005122,unplanned,vehicle_breakdown,"Outer Ring Road, Iblur Village, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",12.922265,77.65903,unknown,Central Zone 1,ORR East 1,2024-01-15 20:22:07.923000+00:00,,False,High,unknown,closed,27th downramp to ibbluru traffic slow moment sir,lcv,Bellandur,,,,,,FKUSR00125,,20.0
FKID005123,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",13.0601454,77.4622716,unknown,unknown,Non-corridor,2024-01-15 20:30:38.414000+00:00,,False,Low,unknown,closed,Center joint problem towards [PERSON] outgoing main track traffic normal moving,lcv,No Police Station,,,,,,FKUSR00194,,20.0
FKID005124,unplanned,vehicle_breakdown,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.026353,77.544093,unknown,West Zone 1,Tumkur Road,2024-01-15 22:27:00.844000+00:00,,False,High,unknown,closed,,bmtc_bus,Yeshwanthpura,2024-01-15 23:36:02.459090+00:00,,,,,FKUSR00133,69.0,22.0
FKID005126,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",13.0619678,77.4600323,unknown,unknown,Non-corridor,2024-01-15 23:31:05.664000+00:00,,False,Low,unknown,closed,,truck,No Police Station,,,,,,FKUSR00171,,23.0
FKID005127,unplanned,procession,"Dasarahalli Main Road, M Venkategowdara Layout, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.0550629,77.6006986,unknown,North Zone 1,Non-corridor,2023-12-18 05:07:07.889000+00:00,,False,Low,unknown,closed,Rs,unknown,Hebbala,2023-12-18 06:05:20.059371+00:00,,,,,FKUSR01152,58.2,5.0
FKID005128,unplanned,vehicle_breakdown,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.019575,77.709155,unknown,East Zone 2,Non-corridor,2023-12-18 04:29:17.769000+00:00,,False,Low,unknown,closed,[PERSON] towards battarahalli traffic no problem sir,truck,K.R. Pura,,,,,,FKUSR00452,,4.0
FKID005129,unplanned,vehicle_breakdown,"Hennur Main Road, T Papanna Circle, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",13.0640157,77.6502052,unknown,East Zone 2,Non-corridor,2023-12-18 02:51:59.895000+00:00,,False,Low,unknown,closed,"ನಮಸ್ತೆ ಸರ್ ಬಿಬಿಎಂಪಿ ಗಾರ್ಬೇಜ್ ವೆಹಿಕಲ್ ವೀಲ್ ಅಕ್ಸೆಲ್ ಕಟ್ಟಾಗಿ ಒಂದು ಸೈಡ್ ಅಲ್ಲಿ ನಿಂತಿದೆ ಗುಬ್ಬಿ ಕ್ರಾಸು, ಬೆಳ್ಳುಳ್ಳಿ ಯಾವುದೇ ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ ಸರ್ ಇನ್ನು ಅರ್ಧ ಗಂಟೆ ಒಳಗೆ ರೆಡಿ ಮಾಡಿ ತೆಗೆದುಕೊಂಡು ಹೋಗುತ್ತಾರೆ ಸರ್ ಬಿಎಂಆರ್ ಗಾರ್ಬೇಜ್ ವೆಹಿಕಲ್ ಸರ್",heavy_vehicle,Hennuru,,,,,,FKUSR00397,,2.0
FKID005130,unplanned,vehicle_breakdown,"Gubbalala Main Road, AN Comforts, Gubbalala, Bengaluru, Karnataka. Pin-560061 (India)",12.8853097,77.5431212,unknown,South Zone 1,Non-corridor,2024-01-15 21:26:24.159000+00:00,,False,Low,unknown,closed,[LOCATION] lorry brekdown  sir,others,Thalagattapura,,,,,,FKUSR00235,,21.0
FKID005131,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",13.06034,77.4622015,unknown,unknown,Non-corridor,2024-01-15 20:42:51.233000+00:00,,False,Low,unknown,closed,Vehicle joint cut issue [PHONE],lcv,No Police Station,,,,,,FKUSR00171,,20.0
FKID005132,unplanned,vehicle_breakdown,"Sankey Road, Chandravarkar Layout, Jayamahal, Bengaluru, Karnataka. Pin-560020 (India)",12.9962297,77.5847552,unknown,Central Zone 2,Bellary Road 1,2024-01-15 23:22:56.550000+00:00,,False,High,unknown,closed,Starting problem main road,others,High ground,,,,,,FKUSR01280,,23.0
FKID005133,unplanned,vehicle_breakdown,"Magadi Main Road, Herohalli Cross, Madeshwara Nagar, Bengaluru, Karnataka. Pin-560091 (India)",12.98704927,77.49115508,unknown,West Zone 1,Magadi Road,2023-12-18 20:54:19.968000+00:00,,False,High,unknown,closed,,lcv,Kamakshipalya,2023-12-18 21:41:14.167277+00:00,,,,,FKUSR01582,46.9,20.0
FKID005135,unplanned,vehicle_breakdown,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",13.0058476,77.593119,unknown,unknown,Non-corridor,2024-01-28 05:01:38.284000+00:00,,False,Low,unknown,closed,Off loaded due to starting problem,bmtc_bus,R.T. Nagar,2024-01-28 05:23:18.871480+00:00,,,,,FKUSR00870,21.7,5.0
FKID005137,unplanned,pot_holes,"Hosur Road, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",12.8212943,77.6872574,unknown,unknown,Non-corridor,2023-12-18 22:24:32.361000+00:00,,False,Low,unknown,closed,Location at near shetron company long 2feet and lenght 2feet,unknown,Electronic City,2024-02-11 09:45:54.203395+00:00,,,,,FKUSR00587,78441.4,22.0
FKID005138,unplanned,vehicle_breakdown,"Outer Ring Road, Dr APJ Abdul Kalam Enclave, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9662718,77.7022875,unknown,East Zone 1,ORR East 2,2023-12-18 18:52:02.476000+00:00,,False,High,unknown,closed,ಕಾರ್ತಿಕ್ ನಗರ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ಗೂಡ್ಸ್ ಆಟೋ ಸ್ಟಾರ್ಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್,others,HAL Old Airport,,,,,,FKUSR01583,,18.0
FKID005139,unplanned,vehicle_breakdown,"Bellary Road, North Gate Office Park Phase 3, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.1174,77.6086525,unknown,North Zone 2,Bellary Road 2,2024-01-16 05:10:07.841000+00:00,,False,High,unknown,closed,Palahalli gate onflyover to wards city hgv [PERSON] starting problem sir traffic normal mument sir,heavy_vehicle,Yelahanka,2024-01-16 05:30:02.301904+00:00,,,,,FKUSR00105,19.9,5.0
FKID005140,unplanned,others,"2nd Main Road, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",13.04227,77.5447417,unknown,unknown,ORR North 2,2024-01-28 09:00:28.774000+00:00,,False,High,unknown,closed,Front tayar puncher,unknown,Jalahalli,2024-01-31 21:53:22.709447+00:00,,,,,FKUSR00450,5092.9,9.0
FKID005141,unplanned,vehicle_breakdown,"Whitefield Road, Primeco Union City, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",12.9883469,77.7311829,BigBazaar(Whitefield)Junc,East Zone 1,Non-corridor,2023-12-18 23:28:49.007000+00:00,,False,Low,unknown,closed,Goods lorry off road,truck,Mahadevapura,,,,,,FKUSR00436,,23.0
FKID005142,unplanned,others,"Mysore Road, Dr Ambedkar Nagar, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",12.9405569,77.5247145,unknown,unknown,Mysore Road,2024-01-28 19:17:21.661000+00:00,,False,High,unknown,closed,This vehicle pantharapalya metro station towards RR nagar Arch junction opp divinity mall outgoing side off road agirutte sir traffic no problem Sir,unknown,Byatarayanapura,2024-02-06 20:30:24.590363+00:00,,,,,FKUSR00403,13033.0,19.0
FKID005143,unplanned,vehicle_breakdown,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",12.8539011,77.5887307,unknown,unknown,Bannerghata Road,2024-01-28 07:44:52.881000+00:00,,False,High,unknown,closed,Vehicle not started,bmtc_bus,Hulimavu,2024-01-28 08:07:58.557842+00:00,,,,,FKUSR01584,23.1,7.0
FKID005144,unplanned,vehicle_breakdown,"1st Cross Road, AK Colony, Block 7, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",12.929715,77.573648,KR Road-14thCross Junc,unknown,Non-corridor,2024-01-28 07:02:22.575000+00:00,,False,Low,unknown,closed,Bmtc bus off road due to staring issue informed to machanic,bmtc_bus,Banashankari,2024-01-28 09:05:53.192097+00:00,,,,,FKUSR00262,123.5,7.0
FKID005145,unplanned,vehicle_breakdown,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.0499347,77.5927711,unknown,unknown,Bellary Road 1,2024-01-28 19:53:27.164000+00:00,,False,High,unknown,closed,This vehicle completely left side of the road there's no problem to traffic.,lcv,Kodigehalli,,,,,,FKUSR00279,,19.0
FKID005146,unplanned,vehicle_breakdown,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.0499687,77.5927075,unknown,unknown,Bellary Road 1,2024-01-28 19:55:16.124000+00:00,,False,High,unknown,closed,There's no problem to traffic,lcv,Kodigehalli,,,,,,FKUSR00279,,19.0
FKID005147,unplanned,vehicle_breakdown,"MBT Road, Ashok Nagar, RIFCO Shanthinikethan Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.0234644,77.7152825,unknown,unknown,Non-corridor,2024-01-28 21:00:34.362000+00:00,,False,Low,unknown,closed,Due to Punchar Towards Hoskote,heavy_vehicle,K.R. Pura,,,,,,FKUSR01309,,21.0
FKID005148,unplanned,vehicle_breakdown,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.0434917,77.607755,unknown,unknown,ORR North 1,2024-01-28 22:37:08.129000+00:00,,False,High,unknown,closed,Starting problem,lcv,Hebbala,,,,,,FKUSR00141,,22.0
FKID005149,unplanned,vehicle_breakdown,"Mumbai Bengaluru Highway, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",13.0734717,77.4394717,unknown,unknown,Non-corridor,2023-12-21 01:47:57.435000+00:00,,False,Low,unknown,closed,,lcv,No Police Station,,,,,,FKUSR00061,,1.0
FKID005150,unplanned,vehicle_breakdown,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",12.9960798,77.6678065,unknown,unknown,ORR North 1,2024-01-28 19:20:57.755000+00:00,,False,High,unknown,closed,Normal traffic,others,Banaswadi,,,,,,FKUSR01262,,19.0
FKID005151,unplanned,pot_holes,"Westend Avenue, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",12.8761,77.616915,unknown,unknown,Non-corridor,2024-01-28 22:20:41.905000+00:00,,False,Low,unknown,active,Patholes it causes to traffic jam... Please take necessary action sir,unknown,Hulimavu,,,,,,FKUSR01253,,22.0
FKID005152,unplanned,vehicle_breakdown,"Nagarabhavi Main Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",12.9599899,77.514338,unknown,unknown,Non-corridor,2024-01-28 21:30:08.889000+00:00,,False,Low,unknown,closed,ಫಿಲ್ಟರ್ ಜಾಮ್ ಆಗಿ ಗಾಡಿ ಸ್ಟಾರ್ಟ್ ಆಗ್ತಿಲ್ಲ,truck,Jnanabharathi,,,,,,FKUSR00135,,21.0
FKID005153,unplanned,congestion,"Varthur Main Road, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",12.9388356,77.7473577,unknown,unknown,Non-corridor,2024-01-28 23:45:08.738000+00:00,,False,Low,unknown,closed,Weekly vegitable market @varthur traffic slow moving varthur clg to gunjur nd gunjur to varthur clg sir,unknown,Whitefield,,,,,,FKUSR00252,,23.0
FKID005154,unplanned,vehicle_breakdown,"Lalbagh Main Road, KS Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",12.9603057,77.5875364,PurnimaTheaterJunc,Central Zone 2,Non-corridor,2023-12-21 05:28:55.499000+00:00,,False,Low,unknown,closed,,lcv,Halasuru Gate,,,,,,FKUSR00111,,5.0
FKID005155,unplanned,vehicle_breakdown,"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",12.9436447,77.6980616,unknown,East Zone 1,ORR East 1,2023-12-21 19:10:20.255000+00:00,,False,High,unknown,closed,[PERSON] police station to kadubisanahalli junction kadege hoguv main roadnalli e vehicle upload aagide sir,heavy_vehicle,HAL Old Airport,2023-12-21 19:53:32.844329+00:00,,,,,FKUSR01585,43.2,19.0
FKID005156,unplanned,vehicle_breakdown,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",12.99607,77.6677909,unknown,unknown,ORR North 1,2024-01-28 19:22:32.480000+00:00,,False,High,unknown,closed,Normal traffic,others,Banaswadi,,,,,,FKUSR01262,,19.0
FKID005157,unplanned,vehicle_breakdown,"Electronics City Flyover, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",12.8768347,77.647564,unknown,South Zone 2,Hosur Road,2023-12-22 19:31:32.254000+00:00,,False,High,unknown,closed,Vehicle breakdown,heavy_vehicle,Electronic City,,,,,,FKUSR00193,,19.0
FKID005158,unplanned,vehicle_breakdown,"Bellary Road, Legacy Cirocco, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",13.0898727,77.5962391,unknown,North Zone 2,Bellary Road 2,2023-12-22 19:32:40.796000+00:00,,False,High,unknown,closed,,heavy_vehicle,Yelahanka,,,,,,FKUSR00182,,19.0
